name,att1,att2,att3,att4,att5,att6,is_train,target,prediction
1372,1.0,1.0,1.0,146.4908614,1.4413508,3786.02765766,1,6,
1942,1.0,1.0,1.0,144.7128614,1.46924272,4203.44581191,1,9,
281,0.0,2.0,0.0,148.7568614,1.6758622,4918.62804732,1,1,
1104,0.0,2.0,0.0,192.6888614,1.89359925,11999.5175401,1,5,
1769,2.0,0.0,2.0,140.3048614,1.44139202,2519.99985954,1,8,
1598,0.0,2.0,0.0,171.2768614,1.89221276,7905.1116963,1,7,
1843,1.0,1.0,1.0,141.8108614,1.49086498,3927.74501603,1,9,
781,0.0,2.0,0.0,167.6058614,1.94158731,8221.39890301,1,3,
1122,0.0,3.0,1.0,211.8008614,2.09803323,13733.63684657,1,5,
1295,1.0,1.0,1.0,143.2988614,1.43278582,4600.99164877,1,6,
1893,1.0,1.0,1.0,146.3508614,1.56377391,4257.20242481,1,9,
383,0.0,2.0,0.0,131.3978614,1.24317562,2260.1935189,1,1,
192,1.0,0.0,0.0,134.2588614,1.30521478,1675.54924506,1,0,
454,0.0,2.0,0.0,171.4008614,2.00422547,8726.45401501,1,2,
1271,1.0,1.0,1.0,133.9208614,1.56462053,3808.02131663,1,6,
95,1.0,0.0,0.0,133.2988614,1.35423589,1880.48117147,1,0,
1319,1.0,1.0,1.0,133.8628614,1.42018678,3675.34746902,1,6,
1809,1.0,1.0,1.0,137.6168614,1.41190611,3772.102425,1,9,
692,0.0,3.0,1.0,174.3048614,1.71710812,9232.87364222,1,3,
274,0.0,3.0,1.0,135.4828614,1.31167301,3767.82303955,1,1,
1911,1.0,1.0,1.0,135.1028614,1.46475598,3662.65305109,1,9,
856,0.0,3.0,1.0,141.1488614,1.56780697,6003.00526087,1,4,
1321,1.0,1.0,1.0,137.6168614,1.41190611,3772.102425,1,6,
308,0.0,2.0,0.0,139.9488614,1.35331737,3198.09789126,1,1,
414,0.0,2.0,0.0,187.1148614,1.92869006,9843.09684511,1,2,
1619,2.0,0.0,2.0,134.2588614,1.30989019,1879.32113089,1,8,
1383,1.0,1.0,1.0,130.3808614,1.48673376,3279.72721077,1,6,
1165,0.0,3.0,1.0,185.0628614,2.0213961,10928.32630144,1,5,
575,0.0,2.0,0.0,181.4328614,1.92079866,9503.11704631,1,2,
925,0.0,2.0,0.0,163.2228614,1.90045243,7578.8508965,1,4,
1497,0.0,2.0,0.0,156.4148614,1.85630296,5837.60299833,1,7,
205,0.0,2.0,0.0,126.5608614,1.42808639,3068.57309451,1,1,
1273,1.0,1.0,1.0,142.9928614,1.44062648,4567.22010516,1,6,
1928,1.0,1.0,1.0,159.3588614,1.61584912,5586.4822634,1,9,
1738,2.0,0.0,2.0,138.6348614,1.36322519,2542.03959263,1,8,
1275,1.0,1.0,1.0,138.5588614,1.4826443,3905.88349701,1,6,
216,0.0,2.0,0.0,128.0248614,1.43318588,3643.66258709,1,1,
487,0.0,2.0,0.0,187.3388614,1.91697367,9772.3308844,1,2,
320,0.0,2.0,0.0,132.7708614,1.28617456,2900.26113608,1,1,
277,0.0,2.0,0.0,146.2338614,1.37582492,3239.99124598,1,1,
1102,0.0,3.0,1.0,200.6288614,2.00852955,13305.85370984,1,5,
815,0.0,3.0,1.0,170.2508614,1.82045424,9238.21504904,1,4,
1168,0.0,3.0,1.0,197.7748614,2.15862859,12291.34913971,1,5,
1264,1.0,1.0,1.0,164.3888614,1.72583335,5683.97928376,1,6,
1019,0.0,2.0,0.0,195.1858614,2.01592333,12302.18837724,1,5,
1976,1.0,1.0,1.0,147.7068614,1.55069769,4393.09084635,1,9,
1210,1.0,1.0,1.0,142.7208614,1.5989611,4312.91425973,1,6,
817,0.0,4.0,2.0,139.3708614,1.52574871,4872.0284069,1,4,
559,0.0,2.0,0.0,184.5428614,1.92677449,10506.45990458,1,2,
1138,0.0,3.0,1.0,195.4668614,1.94585482,12046.50496769,1,5,
1974,1.0,1.0,1.0,132.1588614,1.51445037,3409.96178763,1,9,
1289,1.0,1.0,1.0,133.3588614,1.37003378,3378.03488451,1,6,
658,0.0,3.0,1.0,178.7128614,1.8051096,9524.78281074,1,3,
1466,0.0,2.0,0.0,151.6928614,1.73973269,5907.46622328,1,7,
1972,1.0,1.0,1.0,138.7828614,1.45600128,3590.40935171,1,9,
1106,0.0,3.0,1.0,205.5408614,2.12287209,14013.70409297,1,5,
1840,1.0,1.0,1.0,145.8808614,1.63179211,4727.12767387,1,9,
1486,0.0,2.0,0.0,167.6708614,1.79029646,6451.14900954,1,7,
1729,1.0,1.0,1.0,131.7958614,1.30552867,2636.67560748,1,8,
363,0.0,2.0,0.0,130.3478614,1.23602525,2389.43574315,1,1,
131,1.0,0.0,0.0,139.6668614,1.46325305,2154.43740639,1,0,
1,1.0,0.0,0.0,126.7248614,1.30274497,1609.33482208,1,0,
1634,2.0,0.0,2.0,136.7068614,1.29852731,2043.12618877,1,8,
614,0.0,3.0,1.0,165.0828614,1.64338487,8263.71586073,1,3,
1999,1.0,1.0,1.0,133.9208614,1.56462053,3808.02131663,1,9,
731,0.0,2.0,0.0,165.0088614,1.86192562,8109.94622689,1,3,
1512,0.0,2.0,0.0,148.9888614,1.72738051,5284.6019276,1,7,
402,0.0,2.0,0.0,197.7348614,2.16143011,11864.41965647,1,2,
544,0.0,2.0,0.0,208.7168614,2.1041259,12055.42032162,1,2,
1735,2.0,0.0,2.0,128.9588614,1.21941422,1778.34677448,1,8,
1983,1.0,1.0,1.0,132.9608614,1.41968233,3583.98301349,1,9,
415,0.0,2.0,0.0,223.2968614,2.55882965,13018.09082143,1,2,
863,0.0,2.0,0.0,155.7868614,1.65278434,6634.18562276,1,4,
1546,0.0,2.0,0.0,165.9008614,1.77649494,7074.89138869,1,7,
1663,2.0,0.0,2.0,134.2248614,1.40237535,2234.11462261,1,8,
468,0.0,2.0,0.0,178.3308614,1.89464137,9203.61953611,1,2,
1572,0.0,2.0,0.0,158.4828614,1.72847982,6313.47886248,1,7,
540,0.0,2.0,0.0,199.5528614,2.04870559,11627.20122893,1,2,
1381,1.0,1.0,1.0,141.1648614,1.45215426,3939.09714293,1,6,
161,1.0,0.0,0.0,132.4728614,1.32788173,1731.64558742,1,0,
59,1.0,0.0,0.0,126.7748614,1.34214376,1730.01268478,1,0,
910,0.0,3.0,1.0,153.9508614,1.76855486,7029.15084607,1,4,
1248,1.0,1.0,1.0,138.2618614,1.46997902,3464.45337998,1,6,
854,0.0,2.0,0.0,155.1928614,1.74836876,6225.59989478,1,4,
1755,2.0,0.0,2.0,122.4508614,1.38839036,2048.90041441,1,8,
399,0.0,3.0,1.0,148.4008614,1.45660389,4637.84050622,1,1,
203,0.0,3.0,1.0,144.0268614,1.49558253,5471.7857501,1,1,
1505,0.0,2.0,0.0,149.7408614,1.66066967,5272.36144744,1,7,
1369,1.0,1.0,1.0,140.3868614,1.54857648,3944.3625356,1,6,
85,1.0,0.0,0.0,127.4608614,1.29241335,1608.96383181,1,0,
1212,1.0,1.0,1.0,133.3408614,1.39123225,3276.39505791,1,6,
776,0.0,3.0,1.0,217.8548614,2.37424167,16356.14743872,1,3,
1320,1.0,1.0,1.0,141.9508614,1.52998726,4273.27750355,1,6,
595,0.0,2.0,0.0,197.6668614,2.17875444,11745.04137229,1,2,
1125,0.0,3.0,1.0,211.2548614,2.07731263,13534.03370702,1,5,
791,0.0,2.0,0.0,186.0808614,2.07171143,10529.15896425,1,3,
1991,1.0,1.0,1.0,130.0428614,1.36430803,2948.69709163,1,9,
44,1.0,0.0,0.0,128.9168614,1.21901707,1648.69601482,1,0,
1139,0.0,2.0,0.0,180.1428614,1.68550554,10686.68939944,1,5,
1688,2.0,0.0,2.0,131.1488614,1.34554645,2211.30686332,1,8,
626,0.0,3.0,1.0,165.4968614,1.88716172,8692.21883039,1,3,
798,0.0,3.0,1.0,180.8288614,1.86017539,9153.84466241,1,3,
409,0.0,2.0,0.0,212.3568614,2.40583324,13238.90170544,1,2,
541,0.0,2.0,0.0,191.5308614,1.88795605,10609.47774693,1,2,
891,0.0,3.0,1.0,147.8888614,1.60219616,6286.78862989,1,4,
401,0.0,2.0,0.0,194.7068614,2.07748423,10844.62300579,1,2,
515,0.0,2.0,0.0,193.0028614,1.83638771,10251.05966211,1,2,
194,1.0,0.0,0.0,133.0768614,1.26333133,1767.44918954,1,0,
61,1.0,0.0,0.0,129.5528614,1.32046743,1764.70105417,1,0,
578,0.0,2.0,0.0,188.2968614,1.8251411,8658.34938783,1,2,
147,1.0,0.0,0.0,131.6208614,1.27805214,1881.47056666,1,0,
1378,1.0,1.0,1.0,132.4328614,1.47328017,3333.16839168,1,6,
672,0.0,3.0,1.0,176.2988614,1.8470369,9528.44766345,1,3,
1635,2.0,0.0,2.0,130.8848614,1.36281359,2055.45008602,1,8,
1380,1.0,1.0,1.0,131.8948614,1.52919226,3291.4007467,1,6,
922,0.0,3.0,1.0,163.0148614,1.89319898,8200.81666235,1,4,
1805,1.0,1.0,1.0,127.2308614,1.41761572,2834.11747214,1,9,
429,0.0,2.0,0.0,187.7508614,2.05848644,10846.70049089,1,2,
1217,1.0,1.0,1.0,138.7248614,1.51639468,3861.44976225,1,6,
334,0.0,2.0,0.0,128.1228614,1.3849948,3126.28152991,1,1,
1603,2.0,0.0,2.0,137.4268614,1.33919768,2618.79392265,1,8,
1761,2.0,0.0,2.0,126.5278614,1.30505987,2250.35911122,1,8,
1002,0.0,2.0,0.0,209.7988614,2.05551632,13672.51993,1,5,
790,0.0,3.0,1.0,181.8968614,1.8965519,9601.78494553,1,3,
375,0.0,2.0,0.0,131.5458614,1.28036152,2864.29018692,1,1,
1240,1.0,1.0,1.0,162.7908614,1.70551713,5963.33720493,1,6,
878,0.0,3.0,1.0,162.1628614,1.70364395,8031.62324464,1,4,
1861,1.0,1.0,1.0,129.8268614,1.35271915,2943.22982148,1,9,
681,0.0,3.0,0.0,143.1428614,1.54622459,5338.505378,1,3,
1973,1.0,1.0,1.0,134.8148614,1.39520631,3344.9280046,1,9,
1615,2.0,0.0,2.0,134.5398614,1.24185991,2050.49621914,1,8,
909,0.0,3.0,1.0,165.8928614,1.74283043,8894.77132927,1,4,
516,0.0,2.0,0.0,162.8658614,1.69928585,7045.79082495,1,2,
1083,0.0,3.0,1.0,212.2048614,2.18293838,15406.87537833,1,5,
1285,1.0,1.0,1.0,131.0008614,1.50242061,3353.84773563,1,6,
1443,0.0,2.0,0.0,149.6828614,1.64235265,5062.76565784,1,7,
1868,1.0,1.0,1.0,137.6088614,1.43282595,3886.52541399,1,9,
530,0.0,2.0,0.0,200.1988614,2.31719962,11504.64746146,1,2,
465,0.0,2.0,0.0,164.2628614,1.92406817,8348.20441864,1,2,
1257,1.0,1.0,1.0,156.9528614,1.68554271,5663.02416935,1,6,
896,0.0,2.0,0.0,152.9588614,1.75425217,7027.38511048,1,4,
179,1.0,0.0,0.0,135.0438614,1.38734426,1924.8104898,1,0,
864,0.0,3.0,1.0,162.4768614,1.83189013,7243.71582159,1,4,
1189,0.0,3.0,1.0,217.9868614,2.12550758,15088.9268678,1,5,
8,1.0,0.0,0.0,139.5428614,1.37466149,1871.05593439,1,0,
207,0.0,2.0,0.0,145.6468614,1.40347858,4165.47266071,1,1,
1423,0.0,3.0,1.0,154.1008614,1.76009138,5673.02091507,1,7,
142,1.0,0.0,0.0,128.2708614,1.23604041,1795.0135708,1,0,
1435,0.0,3.0,1.0,173.6748614,1.81579301,7754.12940196,1,7,
789,0.0,3.0,1.0,186.1888614,2.0713013,10971.96773074,1,3,
198,1.0,0.0,0.0,131.5628614,1.26334795,1544.09252216,1,0,
1968,1.0,1.0,1.0,133.8788614,1.34623139,3355.43267496,1,9,
248,0.0,2.0,0.0,130.8598614,1.24369409,2297.98398553,1,1,
1967,1.0,1.0,1.0,149.2948614,1.5022031,4784.06192183,1,9,
1028,0.0,2.0,0.0,188.7858614,1.83639684,12341.95965937,1,5,
1874,1.0,1.0,1.0,145.6628614,1.51462457,3993.68569875,1,9,
1132,0.0,3.0,1.0,203.3488614,2.00936118,13495.20252804,1,5,
1600,2.0,0.0,2.0,134.5648614,1.26323125,1841.43406159,1,8,
1501,0.0,3.0,1.0,166.5048614,1.74804813,7388.36240775,1,7,
1686,2.0,0.0,2.0,131.8778614,1.36757485,2079.67874973,1,8,
254,0.0,2.0,0.0,133.9948614,1.30187541,2844.4443216,1,1,
1785,2.0,0.0,2.0,136.7478614,1.36386259,2222.47842334,1,8,
1056,0.0,2.0,0.0,175.8748614,1.9941302,9390.63390828,1,5,
1775,2.0,0.0,2.0,125.9568614,1.28633661,1810.83901267,1,8,
898,0.0,4.0,2.0,168.4148614,1.86488962,9126.64509546,1,4,
1766,2.0,0.0,2.0,129.5288614,1.27913545,1872.96328863,1,8,
52,1.0,0.0,0.0,124.1368614,1.2636163,1560.03417439,1,0,
35,1.0,0.0,0.0,133.0348614,1.25094805,1718.36727738,1,0,
767,0.0,4.0,2.0,162.7768614,1.78064324,6368.28511708,1,3,
338,0.0,2.0,0.0,134.4248614,1.37461898,3432.42203503,1,1,
230,0.0,2.0,0.0,137.6168614,1.33945175,2890.29047117,1,1,
24,1.0,0.0,0.0,136.1108614,1.2721217,1819.02008544,1,0,
1819,1.0,1.0,1.0,128.4698614,1.40429778,3095.0575273,1,9,
1998,1.0,1.0,1.0,142.9268614,1.42638097,4118.32732012,1,9,
1828,1.0,1.0,1.0,142.5888614,1.61934016,4173.60813214,1,9,
1094,0.0,3.0,1.0,208.0698614,2.10298181,14814.88333754,1,5,
166,1.0,0.0,0.0,126.9988614,1.19220522,1629.07063529,1,0,
1079,0.0,3.0,1.0,190.4728614,1.93508918,11436.20231617,1,5,
734,0.0,3.0,1.0,202.3978614,2.19923196,14817.29038648,1,3,
920,0.0,3.0,1.0,152.8508614,1.78731651,7950.14029821,1,4,
1253,1.0,1.0,1.0,135.7328614,1.3395812,3411.3701735,1,6,
410,0.0,2.0,0.0,189.9108614,1.96144194,10494.54043008,1,2,
1077,0.0,2.0,0.0,195.0208614,1.94020721,12147.48413541,1,5,
560,0.0,2.0,0.0,200.6688614,2.12295239,11510.31494346,1,2,
1201,1.0,1.0,1.0,147.5828614,1.60006144,4292.74534542,1,6,
247,0.0,2.0,0.0,141.5288614,1.42135178,4289.40047012,1,1,
1622,2.0,0.0,2.0,135.5908614,1.26795778,2172.98423133,1,8,
599,0.0,2.0,0.0,178.1668614,2.06045681,10367.97502115,1,2,
1404,0.0,2.0,0.0,153.7028614,1.75410835,5498.00163611,1,7,
366,0.0,2.0,0.0,133.3818614,1.29057242,2397.64851349,1,1,
503,0.0,2.0,0.0,176.7098614,1.78145548,8826.38713119,1,2,
1958,1.0,1.0,1.0,137.5028614,1.40333102,3465.85589552,1,9,
418,0.0,2.0,0.0,188.3128614,2.10642739,11225.11135502,1,2,
307,0.0,2.0,0.0,138.6268614,1.59119714,4811.32429577,1,1,
183,1.0,0.0,0.0,132.4148614,1.31166029,1836.50738764,1,0,
580,0.0,2.0,0.0,199.7108614,1.92782593,11420.75538351,1,2,
1674,2.0,0.0,2.0,130.7268614,1.23613214,1855.23381105,1,8,
697,0.0,3.0,1.0,183.4428614,1.98299824,10757.71050125,1,3,
1351,1.0,1.0,1.0,161.5008614,1.57379406,5848.7558663,1,6,
404,0.0,2.0,0.0,186.1308614,1.93937355,10791.49646182,1,2,
684,0.0,3.0,1.0,206.6408614,2.156019,12907.01105402,1,3,
1293,1.0,1.0,1.0,130.9428614,1.51432263,3510.70187832,1,6,
1540,0.0,3.0,1.0,169.3328614,1.93248312,7978.35044657,1,7,
1682,2.0,0.0,2.0,123.9378614,1.23998234,1710.51752046,1,8,
610,0.0,4.0,2.0,163.9748614,1.74459522,7053.13552514,1,3,
255,0.0,2.0,0.0,146.5988614,1.48454992,5011.06634172,1,1,
1810,1.0,1.0,1.0,138.8168614,1.51061103,3958.13195425,1,9,
1418,0.0,2.0,0.0,165.3148614,1.87288504,6989.19393173,1,7,
178,1.0,0.0,0.0,127.8738614,1.23006376,1640.15550661,1,0,
1306,1.0,1.0,1.0,134.9708614,1.42891341,3370.49744682,1,6,
1323,1.0,1.0,1.0,157.7708614,1.50116153,5613.3150985,1,6,
666,0.0,3.0,1.0,164.9188614,1.72662127,8540.31583885,1,3,
873,0.0,3.0,1.0,171.2528614,1.90366257,8865.65128378,1,4,
802,0.0,3.0,1.0,175.4278614,1.94855998,9886.84837963,1,4,
834,0.0,2.0,0.0,152.1228614,1.77121183,6661.76228821,1,4,
1282,1.0,1.0,1.0,137.3448614,1.54729711,4140.00907111,1,6,
938,0.0,3.0,1.0,155.9348614,1.68071084,7086.93940095,1,4,
793,0.0,4.0,2.0,175.4368614,1.97328854,8248.42138255,1,3,
1243,1.0,1.0,1.0,149.2448614,1.5657604,4420.0811225,1,6,
1183,0.0,2.0,0.0,182.1348614,1.88365638,9684.05376584,1,5,
1671,2.0,0.0,2.0,135.9128614,1.2765927,2114.62543984,1,8,
1004,0.0,2.0,0.0,180.6798614,2.06876172,9746.83640521,1,5,
1919,1.0,1.0,1.0,135.5748614,1.4373337,4073.64498836,1,9,
188,1.0,0.0,0.0,128.7998614,1.21382606,1650.61383096,1,0,
226,0.0,2.0,0.0,139.2048614,1.43009141,3566.38149037,1,1,
716,0.0,3.0,1.0,188.8348614,1.94641899,10856.93209874,1,3,
895,0.0,3.0,1.0,164.2888614,1.73441924,8314.07354031,1,4,
605,0.0,4.0,2.0,211.3628614,2.20227607,15845.4204244,1,3,
1865,1.0,1.0,1.0,135.7728614,1.43740405,3501.14466772,1,9,
621,0.0,3.0,1.0,189.4968614,1.90188189,10333.62081635,1,3,
378,0.0,2.0,0.0,135.9788614,1.2178972,2378.94171041,1,1,
1096,0.0,3.0,1.0,210.5188614,2.07639239,15091.80552571,1,5,
1286,1.0,1.0,1.0,133.6888614,1.41633887,3347.2783197,1,6,
795,0.0,4.0,2.0,171.2028614,1.9651134,9201.72677187,1,3,
1947,1.0,1.0,1.0,134.6888614,1.33831772,3260.97243004,1,9,
1250,1.0,1.0,1.0,129.6288614,1.37332605,2862.95569946,1,6,
937,0.0,3.0,1.0,167.4388614,1.83302037,7691.58358712,1,4,
513,0.0,2.0,0.0,192.8708614,2.18155665,11221.6569331,1,2,
1896,1.0,1.0,1.0,155.0088614,1.65391432,5159.22849324,1,9,
931,0.0,3.0,1.0,179.8048614,1.87859315,9914.70621562,1,4,
447,0.0,2.0,0.0,204.3668614,2.11358187,11473.95685243,1,2,
1496,0.0,2.0,0.0,153.9508614,1.81584668,5858.31368262,1,7,
209,0.0,2.0,0.0,130.5788614,1.23334767,2197.13019726,1,1,
38,1.0,0.0,0.0,130.1568614,1.28770643,1668.60099491,1,0,
537,0.0,2.0,0.0,199.6608614,1.93872756,12370.72520003,1,2,
104,1.0,0.0,0.0,133.4648614,1.29672601,1568.88156182,1,0,
1484,0.0,2.0,0.0,175.8908614,1.96439131,7440.40255099,1,7,
847,0.0,3.0,1.0,173.5928614,1.83650506,8935.83116468,1,4,
1216,1.0,1.0,1.0,171.9468614,1.76645935,6143.4148589,1,6,
1327,1.0,1.0,1.0,138.6508614,1.45160792,3776.501007,1,6,
1660,2.0,0.0,2.0,136.9548614,1.29357047,2256.3019163,1,8,
106,1.0,0.0,0.0,123.2368614,1.36567763,2097.18858445,1,0,
617,0.0,4.0,2.0,197.9648614,2.05707172,12499.4174839,1,3,
196,1.0,0.0,0.0,132.1248614,1.39193846,1653.62840977,1,0,
1765,2.0,0.0,2.0,131.2328614,1.27428462,1785.37461707,1,8,
1121,0.0,3.0,1.0,201.9348614,1.94022786,12500.56686749,1,5,
