name,GLCM_Pan,Mean_G,Mean_R,Mean_NIR,SD_Plan,is_train,target,prediction
420,128.02390400000002,243.0,112.25,827.5,14.857132,1,0,
3511,132.09584099999998,281.914286,180.25714299999999,421.628571,13.573263,1,0,
2747,110.555276,200.96,91.2,522.96,32.160697,1,0,
482,126.676667,202.736842,89.315789,495.0,22.799013000000002,1,0,
457,105.87254899999999,220.76923100000002,101.769231,686.538462,27.062933,1,0,
2816,144.92132,197.8,85.92,353.96,14.99632,1,0,
1897,136.38738700000002,212.428571,99.285714,652.714286,51.966237,1,0,
1795,138.049342,211.473684,92.578947,560.31579,29.207539,1,0,
4076,137.522073,227.18181800000002,133.94949499999998,246.626263,14.945495000000001,1,0,
1473,114.392569,240.82051299999998,119.384615,688.666667,11.313592,1,0,
230,141.554688,252.0,115.75,696.25,21.987212,1,0,
4647,124.447802,165.91304399999999,75.086957,278.0,12.517511,1,0,
1938,137.625561,195.904762,86.72619,473.01190499999996,26.273362,1,0,
1602,128.42129599999998,226.0,103.666667,694.7407410000001,48.720445,1,0,
1165,104.7,275.1,178.0,462.7,41.253,1,0,
3291,133.149351,186.413793,77.517241,281.68965499999996,28.961453000000002,1,0,
1757,139.754098,236.142857,103.57142900000001,715.761905,29.925417,1,0,
434,119.296875,229.166667,108.08333300000001,660.25,34.223124,1,0,
3125,135.580037,197.615385,88.336538,354.384615,18.105736,1,0,
316,134.91964299999998,206.14285700000002,89.095238,480.428571,12.692777,1,0,
3945,116.59816799999999,259.645833,137.020833,563.8125,20.575403,1,0,
2399,130.26086999999998,239.565217,116.95652199999999,531.695652,19.747173,1,0,
3200,118.52872099999999,209.083333,93.854167,463.979167,23.879762,1,0,
3195,136.81885400000002,214.70588199999997,93.147059,447.73529400000007,34.454122,1,0,
4132,124.159722,227.111111,118.222222,418.77777799999996,50.435297,1,0,
1957,129.703812,182.372093,74.883721,292.674419,13.405923000000001,1,0,
1886,147.926136,200.181818,95.636364,420.81818200000004,21.050117,1,0,
2350,120.09913799999998,211.965517,91.827586,557.965517,21.478247,1,0,
3936,121.2125,195.166667,88.033333,347.533333,39.113794,1,0,
2107,136.059603,224.473684,98.0,625.578947,20.354748999999998,1,0,
2740,122.572243,228.63636400000001,100.151515,609.454546,16.429721,1,0,
2833,112.595238,190.28571399999998,83.285714,355.142857,31.166729999999998,1,0,
3722,126.01378000000001,233.59375,112.71875,667.84375,27.522078999999998,1,0,
17,121.61126000000002,199.744681,121.06383000000001,338.12766,15.019107,1,1,
2761,143.49768500000002,267.703704,149.37037,568.925926,15.149460999999999,1,0,
1256,129.479167,226.555556,99.666667,571.666667,31.159485999999998,1,0,
566,134.0125,208.8,85.4,465.2,17.453939000000002,1,0,
1553,132.966912,261.647059,105.82352900000001,870.705882,18.61372,1,0,
4294,120.142271,203.717391,91.782609,676.076087,27.936449,1,0,
724,97.99107099999999,221.571429,106.857143,589.428571,34.561392,1,0,
517,117.1875,213.583333,92.583333,519.166667,33.190946000000004,1,0,
2023,107.919118,251.176471,129.882353,518.1176469999999,27.478082,1,0,
2751,119.359177,195.65,84.925,292.925,17.222369,1,0,
3288,130.684181,182.491071,75.098214,237.598214,20.158176,1,0,
4495,133.61805800000002,160.982196,66.878338,156.913947,8.763332,1,0,
1188,135.843818,214.241379,102.103448,638.1034480000001,24.826389000000002,1,0,
295,139.740158,217.625,103.5,640.0,33.561278,1,0,
1803,128.797595,188.380952,78.809524,405.15873,13.805874,1,0,
3504,123.596379,364.983051,271.915254,429.745763,18.591683,1,0,
623,109.925,216.4,88.4,506.6,25.701362,1,0,
1484,131.26935,239.885246,116.90163899999999,685.139344,20.813696,1,0,
3816,125.727177,306.988764,196.477528,418.494382,32.298968,1,0,
1233,139.536458,212.25,92.833333,392.0,29.30965,1,0,
3141,103.890777,259.538461,119.346154,701.692308,7.265567,1,0,
2370,117.782675,233.42168700000002,113.650602,522.445783,21.379517,1,0,
4623,128.695313,197.1875,86.1875,608.4375,20.65755,1,0,
212,118.553903,195.529412,85.70588199999999,505.117647,36.01672,1,0,
2613,90.346154,258.0,159.2,425.6,21.775215,1,0,
567,127.65228400000001,229.16,101.12,677.08,19.671135999999997,1,0,
2343,129.94221000000002,176.625,74.1875,210.455357,9.849793,1,0,
1027,111.61363600000001,297.363636,200.818182,418.757576,30.864584999999998,1,0,
903,118.703125,211.25,96.083333,328.791667,17.058671,1,0,
1383,131.102757,206.16,90.08,497.12,35.326274,1,0,
3715,128.548035,222.364146,100.467787,653.120448,26.957586,1,0,
685,147.677215,228.7,105.8,605.3,17.522842,1,0,
2972,124.8223,292.967033,177.483517,313.67033,19.489029000000002,1,0,
2843,135.630682,201.090909,79.545455,464.81818200000004,28.867323,1,0,
1643,132.270115,226.09090899999998,100.818182,677.181818,31.208443,1,0,
4710,119.16848700000001,231.13580299999998,107.209877,741.283951,19.672195000000002,1,0,
2177,130.48256899999998,204.628571,97.542857,111.54285700000001,4.246487,1,0,
3842,131.736308,250.851613,117.75483899999999,679.212903,26.746385999999998,1,0,
4457,124.28346499999999,210.75,124.5,556.25,18.388069,1,1,
3621,116.42359099999999,203.917647,88.682353,531.447059,31.058053,1,0,
473,131.142558,195.1,88.366667,461.4,24.221868,1,0,
3611,133.766375,227.36996299999998,105.512821,658.6337,35.947871,1,0,
3983,123.31331599999999,330.125,267.541667,723.895833,59.422043,1,0,
3145,104.93103500000001,239.09090899999998,116.18181799999999,731.636364,17.560756,1,0,
4487,137.643204,204.923077,111.076923,512.9230769999999,21.09604,1,1,
13,113.65618,213.107143,129.78571399999998,480.85714299999995,29.237765999999997,1,1,
3820,111.6875,392.53846200000004,208.23076899999998,377.076923,54.770095,1,0,
1680,137.322917,238.666667,113.33333300000001,790.5,34.134131,1,0,
251,112.125,209.44,93.4,637.08,31.039433000000002,1,0,
3510,109.22619099999999,321.4375,232.90625,449.8125,10.574097,1,0,
1187,119.24479199999999,240.25,143.916667,424.0,16.44245,1,0,
3043,124.88541699999999,240.25,118.38888899999999,485.25,17.847347,1,0,
2279,128.52518,198.857924,87.928962,487.333333,31.099763,1,0,
1299,117.945355,226.956522,106.130435,611.956522,11.331906,1,0,
1548,139.738636,219.09090899999998,98.227273,612.5,27.844425,1,0,
3655,130.50310100000002,174.443018,72.14285699999999,282.81701400000003,20.10002,1,0,
3508,129.30625,261.35,154.55,339.95,31.705834999999997,1,0,
1751,148.4375,233.70588199999997,100.235294,694.4117650000001,27.028371999999997,1,0,
746,130.334601,222.63636400000001,104.333333,426.090909,12.533445,1,0,
4817,129.784114,261.290323,161.645161,405.16129,12.148406,1,0,
680,121.536957,233.689655,110.17241399999999,708.758621,23.374935999999998,1,0,
2685,109.03993100000001,248.52777799999998,125.86111100000001,582.583333,24.240691,1,0,
2381,122.02125900000001,201.272727,89.766234,427.36363600000004,20.578585,1,0,
663,117.0033,214.34210499999998,94.52631600000001,560.210526,24.346486,1,0,
2007,133.343701,247.02521000000002,132.747899,450.747899,22.827718,1,0,
3919,120.776078,229.287293,107.469613,682.259669,36.641069,1,0,
4730,139.94773500000002,206.666667,111.277778,523.888889,21.204672,1,1,
2395,137.165049,205.76923100000002,91.961538,375.03846200000004,25.824081,1,0,
1436,113.84813100000001,249.0,116.185185,672.962963,25.477228,1,0,
2880,116.47391299999998,206.48275900000002,91.62069,408.31034500000004,16.613963000000002,1,0,
2704,122.513906,181.75,77.923077,266.519231,15.912331,1,0,
3791,104.375,236.923077,123.076923,603.461539,18.087885,1,0,
1313,126.313005,201.71428600000002,90.471429,596.571429,26.085734,1,0,
485,120.898389,205.372549,97.666667,533.27451,16.165831,1,0,
1951,128.635823,181.213333,81.16,294.76,17.601798000000002,1,0,
1505,105.421875,250.5,122.25,706.0,13.864861,1,0,
419,89.0875,230.0,99.8,739.2,10.244999,1,0,
847,122.15087700000001,307.72222200000004,200.0,360.0,36.228058000000004,1,0,
3355,145.072816,208.307692,93.923077,493.076923,24.709436,1,0,
330,113.591346,216.153846,90.0,474.53846200000004,27.013256,1,0,
2451,110.95748999999999,212.774194,93.612903,475.90322599999996,28.233897,1,0,
1823,153.027778,225.77777799999998,103.44444399999999,699.111111,13.984117999999999,1,0,
1352,136.458333,214.0,104.0,436.0,11.671428,1,0,
2589,107.14583300000001,243.0,111.16666699999999,683.75,18.840707000000002,1,0,
3990,113.18229199999999,222.416667,112.25,565.25,37.940377000000005,1,0,
1047,88.40625,264.0,142.0,502.0,3.561952,1,0,
4063,133.969626,216.648148,104.59259300000001,323.740741,24.614845000000003,1,0,
1136,119.799145,211.0,96.93333299999999,384.733333,22.320295,1,0,
284,116.632143,243.257143,111.057143,705.171429,23.630212,1,0,
1312,110.06926399999999,264.103448,123.448276,719.448276,15.937377,1,0,
3472,117.773762,235.489362,132.212766,396.574468,31.208247999999998,1,0,
3656,128.624771,187.440678,80.789346,347.10411600000003,29.997974,1,0,
4589,123.51493400000001,221.72381000000001,103.714286,736.438095,27.495890000000003,1,0,
1636,136.190476,211.2,93.88,589.88,28.056914000000003,1,0,
4451,131.24812,209.72,143.64,410.16,15.312335000000001,1,1,
3281,140.115964,185.595238,78.85714300000001,299.071429,13.861663,1,0,
3312,138.92101100000002,200.655462,85.97479,391.563025,24.977258,1,0,
4663,124.324533,216.385965,122.350877,458.824561,21.003774,1,1,
2266,127.84488999999999,183.826087,78.18323000000001,198.60558999999998,10.579647,1,0,
254,137.100216,212.84482799999998,95.87931,600.5862070000001,29.689635,1,0,
1523,121.142857,192.882353,81.735294,363.558824,19.111310999999997,1,0,
3806,142.143498,237.214286,109.71428600000002,502.928571,28.588633,1,0,
3748,134.806533,193.32,86.546667,357.666667,23.801385999999997,1,0,
2372,128.959807,200.97435900000002,86.179487,369.461539,23.227288,1,0,
1826,114.195,217.76,93.8,604.56,32.555184000000004,1,0,
227,115.20653600000001,251.729167,120.5,763.166667,15.326935,1,0,
3229,137.4525,195.24,84.96,387.56,25.091002,1,0,
2668,129.991961,264.28205099999997,147.97435900000002,472.0,21.022795000000002,1,0,
844,117.990991,502.0,335.0,560.0,22.568716000000002,1,0,
1294,118.470468,228.93548399999997,102.290323,657.032258,29.561133,1,0,
3986,126.22814199999999,462.80434800000006,261.67391299999997,397.652174,18.984970999999998,1,0,
4522,125.357629,169.70769199999998,69.676923,223.015385,21.033982,1,0,
2658,125.390524,243.43307099999998,116.299213,757.188976,21.073567,1,0,
2121,116.946483,199.85365900000002,85.243902,422.585366,38.553160999999996,1,0,
2144,117.53024199999999,237.129032,107.612903,786.096774,58.593557999999994,1,0,
4470,128.984668,208.594595,96.513514,715.324324,18.387398,1,0,
647,115.696335,227.666667,100.666667,694.166667,15.297739000000002,1,0,
1758,122.48810800000001,222.45901600000002,99.606557,650.42623,27.468787,1,0,
3515,137.107407,221.411765,96.70588199999999,519.470588,30.348723,1,0,
1867,132.55655,220.142857,99.701299,679.623377,27.595059000000003,1,0,
4276,127.701031,195.131148,88.52459,414.229508,44.672056,1,0,
510,129.819172,229.44827599999996,104.344828,691.8965519999999,21.742248,1,0,
4804,131.83,244.4,146.48,471.8,19.885512,1,0,
1421,143.19407900000002,226.63157900000002,99.52631600000001,562.684211,20.435697,1,0,
2937,120.456728,209.672566,92.575221,402.557522,25.389086,1,0,
975,118.842995,331.03846200000004,198.884615,311.5,27.020374,1,0,
4628,132.70916,172.43790900000002,69.738562,144.87581699999998,5.7724,1,0,
4633,138.12053600000002,183.571429,87.57142900000001,505.571429,27.494712,1,0,
2467,127.12951799999999,309.865079,188.515873,315.21428599999996,19.579074,1,0,
3255,95.429688,215.5,95.875,516.75,29.049258000000002,1,0,
2983,127.608029,176.0,73.689655,275.632184,12.686635,1,0,
908,151.375,297.909091,210.81818199999998,353.727273,31.167634999999997,1,0,
1353,157.895833,233.0,104.666667,519.666667,23.25224,1,0,
4289,130.576177,196.456522,82.61956500000001,318.315217,21.411518,1,0,
3785,122.452321,226.03460800000002,110.78324199999999,506.95082,33.628114000000004,1,0,
2872,132.515758,204.595238,91.809524,431.82539699999995,20.494911,1,0,
3056,112.902153,244.875,114.0,612.0,27.769541999999998,1,0,
1540,126.225225,209.428571,92.35714300000001,590.142857,16.179636,1,0,
2058,134.226191,207.333333,97.52381,542.380952,23.30455,1,0,
657,116.400524,235.729167,108.6875,729.958333,33.734846999999995,1,0,
3241,138.584416,205.586207,91.310345,395.275862,14.183778,1,0,
1327,130.979167,221.0,100.0,601.0,19.815819,1,0,
10,131.164773,206.681818,114.727273,483.045455,22.903544,1,1,
4567,119.35769199999999,215.571429,128.367347,476.632653,14.331036,1,1,
757,112.45714299999999,226.13636400000001,109.31818200000001,742.2272730000001,25.228378,1,0,
3587,132.708609,219.089069,101.676113,476.21052599999996,22.635529000000002,1,0,
3573,108.59375,209.1,99.3,415.6,25.722558,1,0,
3969,129.053977,340.820225,215.179775,337.269663,25.549598,1,0,
1175,115.900154,248.56097599999998,131.268293,519.195122,24.763486,1,0,
1645,125.91130600000001,208.18461499999998,94.64615400000001,615.369231,17.962262,1,0,
2182,123.83054399999999,250.933333,119.85,793.516667,19.287669,1,0,
4551,146.428571,192.5,88.0,593.571429,28.328340999999998,1,0,
2865,132.26666699999998,194.76666699999998,84.5,318.2,19.10032,1,0,
4338,125.17192800000001,559.048,365.968,439.272,15.392322,1,0,
4358,125.074803,254.8125,147.5,388.25,20.224424,1,1,
3499,130.420063,204.6,90.4,405.1,33.130047,1,0,
4203,136.36023600000001,220.697917,94.416667,518.291667,36.83437,1,0,
689,127.779324,199.5,91.34375,427.15625,17.853571,1,0,
3677,124.794504,319.258687,207.482626,508.80695,27.295886,1,0,
2574,131.03493,197.825397,88.93650799999999,332.587302,24.435485999999997,1,0,
348,160.0625,237.666667,107.0,771.333333,18.660713,1,0,
766,117.20604399999999,288.82608700000003,182.73913000000002,438.565217,11.965292999999999,1,0,
4263,129.60376200000002,198.64486000000002,88.0,371.738318,42.908615000000005,1,0,
726,121.203125,209.0625,92.75,594.25,31.926613,1,0,
4047,119.027561,523.716129,305.445161,443.52903200000003,15.304058,1,0,
2366,138.808338,190.48275900000002,81.767241,345.68965499999996,22.146045,1,0,
2417,135.218659,194.895349,84.372093,393.593023,22.919348,1,0,
2579,132.372596,229.307692,109.69230800000001,584.153846,24.574034,1,0,
1661,124.358396,197.7,86.86,439.02,20.117654,1,0,
1727,156.645833,250.0,116.0,717.0,19.779338,1,0,
3973,132.116667,450.6,306.8,374.0,82.218787,1,0,
2348,106.407407,204.058824,91.411765,571.8823530000001,24.026657999999998,1,0,
1812,136.38843,187.0,83.521739,372.043478,13.335854000000001,1,0,
351,131.376175,222.35,102.8,621.75,41.419681,1,0,
524,120.90137,212.826087,100.608696,584.3478259999999,33.808199,1,0,
131,130.857939,201.777778,88.06666700000001,471.84444400000007,16.218508,1,0,
2439,124.72628799999998,212.696552,99.50344799999999,507.862069,26.124702,1,0,
2635,145.818182,251.333333,118.777778,442.0,23.862776,1,0,
1607,95.818182,220.555556,106.777778,715.5555559999999,10.318388,1,0,
3989,122.331126,314.473684,253.789474,737.894737,30.336433000000003,1,0,
373,133.851429,236.40909100000002,107.68181799999999,796.2272730000001,28.971629999999998,1,0,
366,126.86786799999999,218.23809500000002,102.0,663.571429,32.206181,1,0,
765,87.3125,236.5,114.0,503.0,11.453711,1,0,
1722,126.03906299999998,232.5,105.0,715.5,35.811791,1,0,
495,135.6875,208.428571,92.85714300000001,584.142857,15.211435,1,0,
3833,131.139373,321.27777799999996,251.27777799999998,581.0185190000001,56.129397,1,0,
1390,133.787368,212.566667,96.366667,632.166667,34.412675,1,0,
436,126.98958300000001,214.4,98.56666700000001,563.1,31.169428999999997,1,0,
619,123.436275,219.153846,97.769231,594.0,26.898670000000003,1,0,
1284,117.68616399999999,205.446429,89.80357099999999,640.196429,27.031060999999998,1,0,
2878,142.48803,203.088235,91.04411800000001,414.911765,19.867397,1,0,
1415,142.492188,229.1875,98.625,571.625,19.624204000000002,1,0,
1606,129.152052,190.014925,82.626866,450.05970199999996,22.462116,1,0,
2819,129.287,250.763867,115.939778,718.908082,9.627593,1,0,
1182,133.171908,237.9,119.566667,505.033333,19.853043,1,0,
266,136.09,221.31579,98.47368399999999,507.052632,13.461343,1,0,
2525,122.13271599999999,263.590164,142.508197,585.786885,26.537394,1,0,
405,137.091667,229.666667,106.33333300000001,724.333333,29.475112,1,0,
707,136.776952,211.529412,90.5,465.26470599999993,16.437914000000003,1,0,
3411,128.752717,175.76595700000001,73.329787,229.851064,10.867389999999999,1,0,
1488,116.550481,251.615385,112.923077,883.5384619999999,14.976313000000001,1,0,
3156,123.11464299999999,265.743802,147.826446,488.264463,13.185214000000002,1,0,
2989,130.147143,197.5,81.113636,257.931818,20.414038,1,0,
3497,131.64285700000002,192.660377,80.79245300000001,386.509434,19.536220999999998,1,0,
3526,135.781421,201.652174,91.478261,475.913044,33.888118,1,0,
1413,132.319444,226.72222200000002,101.55555600000001,564.833333,27.813809999999997,1,0,
2020,119.251931,278.138462,170.06153899999998,405.876923,19.065629,1,0,
2085,126.836634,206.97368400000002,94.657895,560.763158,38.665490000000005,1,0,
3875,124.42898400000001,256.934343,166.020202,435.68686900000006,13.408575,1,0,
4006,131.759697,238.768519,121.314815,491.171296,31.891378000000003,1,0,
2390,136.304348,236.34782599999997,110.347826,605.826087,36.137209999999996,1,0,
1425,159.517046,223.63636400000001,98.909091,556.454546,23.853548,1,0,
119,136.75956299999999,195.695652,89.521739,511.26087,15.833251999999998,1,0,
1966,116.432432,224.405229,100.24183000000001,710.5032679999999,29.044634000000002,1,0,
3193,135.788657,216.520202,99.33838399999999,561.015152,31.950665,1,0,
2808,117.124122,253.537037,116.85185200000001,715.037037,19.086188,1,0,
1512,109.98301000000001,239.96153900000002,106.346154,834.9230769999999,9.364733,1,0,
3905,129.280434,250.238938,118.00885,791.185841,32.836884999999995,1,0,
2606,122.087167,284.0,176.076923,303.78846200000004,24.543848999999998,1,0,
483,126.675325,230.72413799999998,104.465517,720.0862070000001,18.333165,1,0,
4768,105.962185,187.533333,82.466667,347.866667,13.657070000000001,1,0,
202,142.81076399999998,187.36111100000002,80.166667,442.94444400000003,16.44482,1,0,
904,124.63392900000001,274.857143,162.0,511.571429,26.591390000000004,1,0,
2141,140.850694,205.13888899999998,90.25,472.61111100000005,22.234579999999998,1,0,
3337,140.590909,203.75,90.710526,455.06579000000005,19.953738,1,0,
559,116.29166699999999,222.0,89.0,509.0,25.746629000000002,1,0,
938,130.725962,239.846154,131.076923,529.384615,40.263334,1,0,
2140,124.294118,204.352941,91.88235300000001,544.7647059999999,24.36743,1,0,
2520,129.940972,244.148148,121.88888899999999,561.388889,20.907571,1,0,
1791,134.849088,194.06579,82.394737,383.407895,23.901730999999998,1,0,
2258,128.123943,178.46007600000002,74.34980999999999,270.243346,15.54336,1,0,
3086,127.807551,254.39754100000002,118.385246,718.086066,7.973375,1,0,
1961,140.67539299999999,227.833333,103.416667,524.416667,24.750281,1,0,
3169,110.47526,211.541667,91.333333,485.833333,23.060006,1,0,
4205,126.955199,249.73333300000002,115.853333,728.8,37.174816,1,0,
3981,126.41233700000001,444.827451,229.20784300000003,378.819608,7.115902,1,0,
3788,139.400568,230.86363599999999,128.409091,420.954546,39.059395,1,0,
3971,117.725705,404.3,282.8,451.75,34.156981,1,0,
3882,96.101563,843.0,662.0,742.0,9.218697,1,0,
3503,90.625,287.666667,154.666667,485.0,80.43838199999999,1,0,
4099,140.805158,242.954546,145.590909,341.0,21.936234,1,0,
4727,128.045738,224.82417599999997,135.901099,507.19780199999997,18.507171,1,1,
4212,119.276403,240.116883,116.03896100000001,554.402597,19.652213,1,0,
1549,115.460526,220.84210499999998,93.0,632.31579,35.273683,1,0,
195,141.554688,195.4375,86.0,492.5625,25.685523,1,0,
384,138.954286,211.272727,91.363636,549.636364,24.553534,1,0,
2621,131.947993,228.275362,111.391304,544.942029,23.774672,1,0,
3266,135.887123,190.373913,82.843478,295.93913,21.303407,1,0,
2192,130.358844,200.27026999999998,89.94594599999999,444.162162,34.098940999999996,1,0,
2016,153.746094,251.0625,133.625,499.375,12.572136,1,0,
4097,131.313253,277.361702,167.191489,331.29787200000004,21.846495,1,0,
709,132.648459,213.37777799999998,98.177778,656.4,23.447172,1,0,
3602,135.851813,225.823529,108.378151,598.689076,29.074484,1,0,
733,118.50738899999999,214.615385,92.692308,390.53846200000004,17.349522,1,0,
121,106.355814,218.62963,99.481481,719.592593,19.924205,1,0,
832,119.796053,499.31579000000005,351.368421,574.368421,42.308654,1,0,
1508,136.53125,214.125,94.875,625.5,14.87395,1,0,
2316,133.212865,176.148148,71.40740699999999,237.666667,10.489266,1,0,
573,126.99661,216.810811,99.540541,692.4324320000001,27.661842,1,0,
2408,115.288328,218.72222200000002,95.638889,620.833333,21.98014,1,0,
2657,139.790476,255.333333,121.33333300000001,722.363636,16.805537,1,0,
2903,137.492593,231.529412,106.941177,676.647059,36.431953,1,0,
1672,120.144599,205.583333,89.94444399999999,522.527778,23.361673,1,0,
743,115.87681200000002,209.028571,100.14285699999999,605.7428570000001,25.98392,1,0,
1068,100.6875,234.142857,113.28571399999998,591.857143,27.655313,1,0,
2815,135.118885,184.446602,81.359223,266.38835,10.919210000000001,1,0,
1221,139.218519,256.058824,119.705882,781.0,33.274365,1,0,
4646,111.707407,198.23529399999998,89.470588,632.470588,32.167813,1,0,
102,136.250617,191.686275,87.17647099999999,441.76470599999993,20.390781,1,0,
88,133.359375,166.0,84.0,247.0,14.101751,1,0,
635,137.474432,262.636364,122.86363600000001,920.5,11.521898,1,0,
2854,112.103053,215.773913,95.669565,581.8,29.360576000000002,1,0,
3831,134.822076,235.57894700000003,112.789474,553.210526,25.775842,1,0,
1348,97.854167,224.333333,93.0,658.583333,14.570708999999999,1,0,
1755,122.04799999999999,223.375,99.75,707.125,8.569567999999999,1,0,
2452,127.65606399999999,209.349206,91.57142900000001,568.984127,31.433581,1,0,
4698,131.170649,214.081081,113.567568,573.054054,25.018766,1,1,
4781,125.255435,208.057143,103.685714,328.685714,14.940043,1,0,
1216,110.488281,230.0625,103.875,543.8125,26.564706,1,0,
4162,126.13691200000001,264.807692,141.461539,544.153846,20.709851,1,0,
1155,131.673077,229.307692,109.717949,458.666667,23.428209,1,0,
1620,140.521739,204.807692,90.692308,593.538462,20.188168,1,0,
2071,159.666667,225.333333,98.666667,596.666667,21.582529,1,0,
4709,99.8125,167.4375,84.4375,196.9375,10.517656,1,1,
2595,115.763099,261.424779,129.46017700000002,771.0353980000001,27.342366,1,0,
830,116.696017,218.5,105.233333,427.0,28.421119,1,0,
43,117.650655,236.486111,155.458333,541.541667,18.511820999999998,1,1,
978,113.21428600000002,440.85714299999995,271.428571,579.428571,66.103197,1,0,
3226,132.58281599999998,178.606557,75.42623,262.344262,16.20684,1,0,
3681,125.63174599999999,230.082569,105.51376200000001,667.082569,30.671621999999996,1,0,
3984,119.003514,360.976,323.688,784.584,60.34081,1,0,
1816,108.821875,213.8,95.05,571.9,16.152708999999998,1,0,
530,146.392046,232.54545499999998,99.272727,639.636364,21.960144,1,0,
3539,114.331731,199.384615,82.307692,413.846154,42.000986,1,0,
3692,124.233096,222.50810800000002,100.243243,653.594595,29.598581,1,0,
2738,135.572917,202.041667,84.291667,338.75,26.428625,1,0,
2322,102.916667,208.666667,89.666667,501.333333,26.297444,1,0,
2609,124.934955,233.41441400000002,108.68468500000002,789.207207,24.144716,1,0,
3378,134.25466799999998,213.833333,96.64285699999999,488.45238099999995,18.878625,1,0,
2786,110.08653899999999,211.0,93.0,420.61538499999995,31.143303000000003,1,0,
2539,101.275,273.0,124.0,924.2,22.675096,1,0,
1690,121.40340900000001,230.36363599999999,104.636364,760.2727269999999,25.804414,1,0,
4116,129.463956,204.75,90.86764699999999,455.397059,41.654764,1,0,
4613,138.334056,166.931035,67.103448,317.517241,14.91474,1,0,
3352,129.30303,212.130435,96.695652,455.54347800000005,47.588446000000005,1,0,
3620,123.662021,203.916667,98.361111,604.4444440000001,42.016715000000005,1,0,
48,119.506522,224.241379,131.586207,592.241379,27.410821999999996,1,1,
3773,124.026356,218.91056899999998,105.48780500000001,594.939024,28.089855,1,0,
2592,129.295455,236.0,127.0,339.0,24.406678,1,0,
3564,130.003103,216.950617,103.358025,414.703704,14.148385000000001,1,0,
2585,117.109948,286.416667,163.833333,430.666667,25.084718,1,0,
1915,144.960227,226.0,101.0,611.0,21.400161999999998,1,0,
1574,139.73224,266.086957,119.56521699999999,851.0,19.335658,1,0,
3865,127.078125,592.333333,429.0,470.333333,33.283713,1,0,
273,141.20416699999998,220.0,101.6,643.666667,37.417999,1,0,
3738,127.77831299999998,222.538462,106.384615,648.0769230000001,32.668651000000004,1,0,
1191,122.04125400000001,237.39473700000002,140.89473700000002,415.578947,19.679707,1,0,
4004,134.582956,264.571429,151.485714,418.442857,22.977207,1,0,
4718,113.99768,214.857143,135.78571399999998,452.5,11.775699000000001,1,1,
